subject,run_mean,run_std,accuracy_mean,accuracy_std,kappa_mean,kappa_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std
300,0.5,0.7071067811865476,0.3611111111111111,0.0,0.05962521294718903,0.0,0.5309930423782416,0.0,0.3622303622303622,0.0,0.3667509514967142,0.0
301,0.5,0.7071067811865476,0.4583333333333333,0.0,0.20227272727272727,0.0,0.6077694235588972,0.0,0.47086247086247085,0.0,0.44551282051282054,0.0
302,0.5,0.7071067811865476,0.4722222222222222,0.0,0.2097053726169844,0.0,0.49348659003831424,0.0,0.4743589743589744,0.0,0.47542087542087536,0.0
303,0.5,0.7071067811865476,0.5138888888888888,0.0,0.27544565842438185,0.0,0.5280649540517962,0.0,0.5121406371406372,0.0,0.5101557107164892,0.0
304,0.5,0.7071067811865476,0.625,0.0,0.4332361516034985,0.0,0.6224137931034482,0.0,0.613927738927739,0.0,0.6101006667044403,0.0
306,0.5,0.7071067811865476,0.625,0.0,0.43603133159268925,0.0,0.6277021421948957,0.0,0.6254180602006689,0.0,0.62637863458208,0.0
307,0.5,0.7071067811865476,0.375,0.0,0.07481439177612792,0.0,0.40116959064327484,0.0,0.38267288267288263,0.0,0.3711854792966534,0.0
308,0.5,0.7071067811865476,0.5555555555555556,0.0,0.3354485145659072,0.0,0.598562091503268,0.0,0.5561172161172161,0.0,0.5640469405889021,0.0
309,0.5,0.7071067811865476,0.4166666666666667,0.0,0.134020618556701,0.0,0.6011904761904762,0.0,0.42482517482517484,0.0,0.3751670676289762,0.0
400,0.5,0.7071067811865476,0.6388888888888888,0.0,0.4620689655172413,0.0,0.6636904761904762,0.0,0.6443452380952381,0.0,0.6206349206349207,0.0
401,0.5,0.7071067811865476,0.5833333333333334,0.0,0.4103194103194103,0.0,0.6874731874731875,0.0,0.6340909090909091,0.0,0.5900951688185732,0.0
402,0.5,0.7071067811865476,0.6666666666666666,0.0,0.48216961342523224,0.0,0.6595891868880375,0.0,0.6744813867576016,0.0,0.663942652329749,0.0
403,0.5,0.7071067811865476,0.6527777777777778,0.0,0.47552447552447563,0.0,0.6583333333333333,0.0,0.6641181671607636,0.0,0.6501829063405419,0.0
404,0.5,0.7071067811865476,0.4583333333333333,0.0,0.1875,0.0,0.46181818181818185,0.0,0.4452380952380952,0.0,0.4514811776501686,0.0
405,0.5,0.7071067811865476,0.3888888888888889,0.0,0.03385178408051248,0.0,0.399881164587047,0.0,0.3747043010752688,0.0,0.3824311490978158,0.0
406,0.5,0.7071067811865476,0.6944444444444444,0.0,0.5343915343915344,0.0,0.6905832958464537,0.0,0.7027629233511586,0.0,0.6882086167800455,0.0
407,0.5,0.7071067811865476,0.9305555555555556,0.0,0.8931433659839715,0.0,0.9308641975308642,0.0,0.9144316730523627,0.0,0.9197252841320638,0.0
408,0.5,0.7071067811865476,0.6805555555555556,0.0,0.5166374781085814,0.0,0.6736411736411737,0.0,0.6734892787524366,0.0,0.6636363636363636,0.0
409,0.5,0.7071067811865476,0.5694444444444444,0.0,0.35416666666666663,0.0,0.5746031746031746,0.0,0.5773809523809524,0.0,0.5634920634920635,0.0
410,0.5,0.7071067811865476,0.4861111111111111,0.0,0.2099644128113879,0.0,0.520940170940171,0.0,0.5027777777777778,0.0,0.5108496732026144,0.0
411,0.5,0.7071067811865476,0.4722222222222222,0.0,0.17141126589945488,0.0,0.4614977614977615,0.0,0.4387994891443167,0.0,0.4251718824087245,0.0
412,0.5,0.7071067811865476,0.4583333333333333,0.0,0.16478286734086856,0.0,0.3138888888888889,0.0,0.43282051282051287,0.0,0.3615384615384616,0.0
413,0.5,0.7071067811865476,0.6666666666666666,0.0,0.5102040816326531,0.0,0.6937452326468344,0.0,0.7053571428571428,0.0,0.6665638811799773,0.0
