model,subject,run,accuracy,kappa,precision,recall,f1_score
tl,446,2,0.375,0.028485757121439192,0.32805555555555554,0.3256812880468794,0.3240377389997495
tl,447,0,0.3333333333333333,-0.025215069712251514,0.3754313319530711,0.31666382204016613,0.2966221660822789
tl,447,1,0.5138888888888888,0.27958833619210965,0.5243589743589744,0.5621835353018149,0.5167899864348254
tl,447,2,0.3055555555555556,0.046862589356632345,0.4185185185185185,0.34229390681003585,0.31497644386883644
tl,448,0,0.4444444444444444,0.13669064748201432,0.43253968253968256,0.4272486772486772,0.4227448163173315
tl,448,1,0.375,0.13530824659727791,0.4923809523809524,0.45291005291005293,0.35710414246999617
tl,448,2,0.4166666666666667,0.125,0.4166666666666667,0.4150793650793651,0.40256410256410263
tl,449,0,0.3333333333333333,0.03759398496240607,0.37220748600058945,0.35509910485933505,0.3311996120506759
tl,449,1,0.5833333333333334,0.3695271453590193,0.5803085299455535,0.5813618925831202,0.5732600732600733
tl,449,2,0.3611111111111111,0.0980392156862745,0.4563492063492063,0.413736146632566,0.35551855962510787
tl,450,0,0.4861111111111111,0.2512647554806071,0.5262903635901348,0.49198717948717946,0.4795433324845089
tl,450,1,0.3472222222222222,0.025906735751295318,0.3111111111111111,0.3816391941391941,0.3171447383487919
tl,450,2,0.3611111111111111,0.06598984771573602,0.4590455840455841,0.3934294871794872,0.3597050788321649
tl,451,0,0.6111111111111112,0.43497757847533636,0.6888888888888888,0.6545454545454545,0.6035353535353535
tl,451,1,0.5694444444444444,0.38171745152354564,0.7053968253968254,0.6252525252525253,0.5406084656084656
tl,451,2,0.5555555555555556,0.362126245847176,0.6314814814814814,0.6101010101010101,0.524316730523627
tl,452,0,0.6527777777777778,0.4832041343669251,0.6604938271604938,0.6670814424437612,0.6516402116402116
tl,452,1,0.6527777777777778,0.4736842105263158,0.4351851851851852,0.6363636363636364,0.5155993431855501
tl,452,2,0.3888888888888889,0.0712401055408971,0.3234064785788924,0.37210266920411844,0.34201862167963865
tl,453,0,0.4583333333333333,0.17533039647577087,0.3477272727272727,0.5302197802197802,0.41462401329455756
tl,453,1,0.4722222222222222,0.1655992680695335,0.5089763676720199,0.48593879239040527,0.4907502374169041
tl,453,2,0.3611111111111111,0.05641025641025643,0.24094202898550723,0.4194139194139194,0.3060428849902534
tl,454,0,0.6527777777777778,0.48036951501154734,0.6536473429951691,0.6837229437229437,0.6472681704260652
tl,454,1,0.2916666666666667,-0.08222811671087538,0.10606060606060606,0.27999999999999997,0.15384615384615385
tl,454,2,0.4861111111111111,0.26,0.5694444444444445,0.5447907647907648,0.4523200461927877
tl,455,0,0.4444444444444444,0.1618160651920839,0.4931216931216931,0.4217948717948718,0.42186571598336303
tl,455,1,0.4583333333333333,0.21167883211678817,0.2964539007092199,0.5032051282051282,0.3726472881167167
tl,455,2,0.2222222222222222,0.0,0.07407407407407407,0.3333333333333333,0.12121212121212122
tl,456,0,0.3055555555555556,-0.11524163568773238,0.4427083333333333,0.2638888888888889,0.17884057971014491
tl,456,1,0.7638888888888888,0.6416861826697893,0.7433333333333333,0.7452380952380953,0.7338724168912848
tl,456,2,0.3055555555555556,-0.02505694760820054,0.21025641025641026,0.33809523809523806,0.2518518518518518
