subject,run,accuracy,kappa,precision,recall,f1_score
450,1,0.5972222222222222,0.3579335793357933,0.59132292827945,0.5777243589743589,0.5828034917670771
450,2,0.5416666666666666,0.29032258064516125,0.5268518518518518,0.5360576923076923,0.5286290322580646
451,0,0.5416666666666666,0.3388981636060101,0.6307142857142858,0.5878787878787878,0.5198165907843327
451,1,0.5277777777777778,0.3207547169811321,0.6155982905982906,0.5767676767676767,0.49979221858604744
451,2,0.5555555555555556,0.35964424680377993,0.6375661375661376,0.6045454545454546,0.5319851766660277
452,0,0.8472222222222222,0.7691635091809967,0.8591056494282302,0.8399209486166007,0.8302933475347268
452,1,0.8194444444444444,0.7276694791969741,0.8379605069260242,0.8130825159810667,0.8008255933952527
452,2,0.8472222222222222,0.7691635091809967,0.8591056494282302,0.8399209486166007,0.8302933475347268
453,0,0.5138888888888888,0.2120075046904315,0.601058201058201,0.5307810469100792,0.556998556998557
453,1,0.5416666666666666,0.25283018867924534,0.6547619047619048,0.5534384969868841,0.587834636342099
453,2,0.5277777777777778,0.2493100275988961,0.6227254181966545,0.564486588680137,0.5726066544192693
454,0,0.6666666666666666,0.5028768699654775,0.6995370370370372,0.7067532467532467,0.6602050656328106
454,1,0.75,0.6175863086456181,0.7612851280452962,0.7786147186147186,0.7478001257071024
454,2,0.6527777777777778,0.476287459994181,0.7177925433739386,0.6894083694083695,0.6495763382388906
455,0,0.6805555555555556,0.5012048192771085,0.6314484126984127,0.6289529914529915,0.6247947454844006
455,1,0.6666666666666666,0.4838709677419355,0.6230645161290322,0.6224358974358974,0.622589199614272
455,2,0.6388888888888888,0.4385122975404919,0.5825023741690408,0.5841880341880342,0.5791490219802379
456,0,0.8194444444444444,0.7243816254416962,0.8132458938910552,0.7956349206349206,0.7903318903318902
456,1,0.8333333333333334,0.7455830388692579,0.8260070332480818,0.815873015873016,0.8179221774966456
456,2,0.8333333333333334,0.7464788732394365,0.8238154036116684,0.8186507936507935,0.8197633039195309
457,0,0.5833333333333334,0.3826807659331237,0.6027180012687259,0.5831484326107982,0.5712503610296874
457,1,0.5694444444444444,0.33531864204883854,0.6385281385281385,0.5319451556010696,0.5100674059578169
