model,subject,run,accuracy,kappa,precision,recall,f1_score
baseline,1,0,0.5921985815602837,0.4552052010012263,0.6205212355212355,0.5890551035682695,0.5733977407246947
baseline,1,1,0.3900709219858156,0.19099324493370018,0.6123053941989869,0.394778331826709,0.33860149414529267
baseline,1,2,0.5319148936170213,0.3743024272171048,0.5370841431464346,0.5279856068779829,0.5018327222181174
baseline,2,0,0.2624113475177305,0.013090150418952007,0.18746978686003074,0.26032311015853576,0.1504822645754748
baseline,2,1,0.24822695035460993,0.0,0.06205673758865248,0.25,0.09943181818181818
baseline,2,2,0.2553191489361702,0.004638967325534593,0.10597826086956522,0.2534722222222222,0.10871573191457919
baseline,3,0,0.5638297872340425,0.41830317462979416,0.4955191139125703,0.5630175983436853,0.489075250156925
baseline,3,1,0.5070921985815603,0.34119901174809664,0.6885964912280702,0.5046802554457178,0.4694000036652189
baseline,3,2,0.475177304964539,0.2990729544538493,0.5186117831651827,0.47325474586650335,0.3986899685794789
baseline,4,0,0.24468085106382978,-0.008800510563971686,0.27702020202020206,0.24324229691876753,0.19871283189774544
baseline,4,1,0.2907801418439716,0.060939060939060985,0.32802143894116287,0.29662698412698413,0.24721366664730046
baseline,4,2,0.2553191489361702,0.006542526421741246,0.2744083237810288,0.2549661531279178,0.24231680988414345
baseline,5,0,0.2553191489361702,0.011533775099731303,0.18445980542754736,0.25903209109730846,0.19033128758800466
baseline,5,1,0.25886524822695034,0.014414715719063498,0.20118176413914682,0.2610248447204969,0.21484877351750417
baseline,5,2,0.24822695035460993,0.0,0.06205673758865248,0.25,0.09943181818181818
baseline,6,0,0.23404255319148937,-0.016453626138904553,0.31038058678544334,0.23791699472195493,0.1470024596868255
baseline,6,1,0.2553191489361702,0.013378205021408518,0.27205882352941174,0.26045694456594637,0.14124886613471088
baseline,6,2,0.2624113475177305,0.02266062383364431,0.41553643855434136,0.26739999173786677,0.1561104189789847
baseline,7,0,0.375886524822695,0.16327528364549793,0.41301571235781764,0.37057344064386316,0.29404771744221286
baseline,7,1,0.32269503546099293,0.09635097726700792,0.15285838260020612,0.32168008048289737,0.2042543352601156
baseline,7,2,0.25177304964539005,0.0,0.06294326241134751,0.25,0.10056657223796034
baseline,8,0,0.3120567375886525,0.08427765595969405,0.4575637390149193,0.3130955418501346,0.25281872994062693
baseline,8,1,0.3475177304964539,0.131116246357882,0.375100120144173,0.34789570757880617,0.27095646529905304
baseline,8,2,0.31560283687943264,0.09182532663651988,0.44788510101010104,0.31943028946626617,0.2624472054180277
baseline,9,0,0.2872340425531915,0.043180283592167634,0.44166666666666665,0.2819963257807716,0.1637857866445201
baseline,9,1,0.2801418439716312,0.03647349906586095,0.3311948468198468,0.2775534851621808,0.2199797879240388
baseline,9,2,0.4326241134751773,0.24109395499041275,0.49715287335748626,0.4302285330339526,0.42324417447319
tl,1,0,0.48439716312056735,0.31213973681914864,0.48083870538592666,0.483261161169918,0.4769770599895961
tl,1,1,0.4652482269503546,0.28596087070407206,0.45538431575123167,0.46259710436532236,0.4490547730752159
tl,2,0,0.3056737588652482,0.07659117590985243,0.2387104989379687,0.30831521739130435,0.20038721181259728
tl,2,1,0.43829787234042555,0.2510211336092125,0.46587054641303605,0.43889752767814616,0.43756892419627536
tl,3,0,0.5382978723404256,0.38433729283064944,0.5439310647888347,0.5374017413660708,0.5331085549406883
tl,3,1,0.5382978723404256,0.38339642160205023,0.5493349538601435,0.5356906292829441,0.5219772970563172
tl,4,0,0.3120567375886525,0.08321267696267698,0.3087828373861303,0.3130964052287582,0.30383735538343326
tl,4,1,0.27092198581560284,0.026148884708411813,0.2912555141027355,0.2695214752567694,0.2675779843496301
tl,5,0,0.2929078014184397,0.05746008971015182,0.27917129676490915,0.29315882007017957,0.2665471444903199
tl,5,1,0.27801418439716313,0.041476069957061545,0.36574308510504294,0.28136780829906977,0.2318745809287124
tl,6,0,0.29432624113475175,0.062196063489516895,0.3172730642799236,0.2969955724686282,0.2674543016575255
tl,6,1,0.31063829787234043,0.08338070746861614,0.31539986601371484,0.3130968662214835,0.28823035441379435
tl,7,0,0.4198581560283688,0.22712286908973944,0.4221249431102097,0.4204002274516665,0.4146643058257446
tl,7,1,0.4326241134751773,0.24437805212987584,0.4676233688783142,0.43352370260208595,0.43622706120863897
tl,8,0,0.3425531914893617,0.12493890968005406,0.404296865277913,0.3438448079783046,0.3298037590763541
tl,8,1,0.39787234042553193,0.19833786480586102,0.4050783606874602,0.3993887236462252,0.3930816869243034
tl,9,0,0.3382978723404255,0.11785177833807203,0.34992093021065934,0.3391892538807726,0.3400340589694866
tl,9,1,0.34113475177304964,0.12168088187962667,0.35184650120739225,0.341738219170093,0.34240573217515335
mtl,1,0,0.25177304964539005,0.0,0.06294326241134751,0.25,0.10056657223796034
mtl,1,1,0.24468085106382978,0.0,0.061170212765957445,0.25,0.09829059829059829
mtl,2,0,0.2475177304964539,0.001958043824156208,0.19732039200123203,0.2515696230523236,0.15392400630963476
mtl,2,1,0.24468085106382978,-1.3318860172084612e-05,0.06125710227272727,0.25,0.09840273816314889
mtl,3,0,0.3354609929078014,0.11693285609729209,0.4601977581624557,0.33843739976088416,0.23253288757301127
mtl,3,1,0.2652482269503546,0.026581814547029792,0.16374045801526718,0.27019799959175345,0.1448623883669201
mtl,4,0,0.24822695035460993,0.0,0.06205673758865248,0.25,0.09943181818181818
mtl,4,1,0.24184397163120566,0.0009213352069357139,0.3103264726756565,0.25069444444444444,0.09858344063643808
mtl,5,0,0.24468085106382978,0.0,0.061170212765957445,0.25,0.09829059829059829
mtl,5,1,0.25177304964539005,0.0,0.06294326241134751,0.25,0.10056657223796034
mtl,6,0,0.2475177304964539,0.0004209429121231345,0.1619037871698898,0.2502457984622712,0.165954056256653
mtl,6,1,0.24609929078014184,0.0016851388074812235,0.2574876492383697,0.25124685309927197,0.10866450608513303
mtl,7,0,0.3312056737588652,0.10929571237653113,0.22183660054149745,0.33246665986255697,0.22134844119521485
mtl,7,1,0.25957446808510637,0.019551816810366107,0.28102436823104693,0.2647887323943662,0.12741546814708618
mtl,8,0,0.24468085106382978,-2.3308238130237413e-05,0.06130063965884861,0.25,0.09845890410958905
mtl,8,1,0.2475177304964539,-0.005619601384734274,0.09357040229885058,0.24579476861167002,0.10204534862261927
mtl,9,0,0.24397163120567375,-0.0009456327748327276,0.061079545454545456,0.2492753623188406,0.09811751283513977
mtl,9,1,0.23546099290780143,-0.020720221606648215,0.1839899292787518,0.2346217887032339,0.15357929651023333
