run,accuracy_mtl,kappa_mtl,precision_mtl,recall_mtl,f1_score_mtl,accuracy_base,kappa_base,precision_base,recall_base,f1_score_base,accuracy_delta,kappa_delta,precision_delta,recall_delta,f1_score_delta
0,0.2607565011820331,0.011648601047058338,0.2800056747726,0.25863471262160775,0.22069892960079576,0.3215130023640662,0.0943291596503174,0.3444225847190647,0.3207677291346646,0.2402553042535072,-0.06075650118203313,-0.08268055860325907,-0.06441690994646465,-0.06213301651305686,-0.019556374652711428
