run,accuracy,kappa,precision,recall,f1_score
0,0.3215130023640662,0.0943291596503174,0.3444225847190647,0.3207677291346646,0.2402553042535072
1,0.3120567375886525,0.07880303274721723,0.36254050570392593,0.3086270410195141,0.21846676733968448
2,0.33609141055949565,0.1183234057362077,0.2513664374256076,0.33963202533851056,0.23876053723671037
